,Date,Region,Community,Turbidity(NTU),Ecoli_Count(CFU/100ml),Nitrate(mg/L),pH,Cholera_Cases,Typhoid_Cases,Diarrhea_Cases,Total_Waterborne_Cases,Risk_Level,Year,Month,Quarter,Time_Since_Start,Season
2374,2021-10-26,Peri-Urban,Ikorodu,2.48,80,2.25,6.73,3.0,4.0,6.0,13.0,High,2021,10,4,1029,Rainy
2375,2021-10-29,Peri-Urban,Ikorodu,2.61,57,24.89,6.56,3.0,1.0,2.0,6.0,Medium,2021,10,4,1032,Rainy
2376,2021-02-11,Peri-Urban,Ikorodu,3.29,70,19.7,6.36,3.0,3.0,1.0,7.0,Medium,2021,2,1,772,Dry
2377,2021-05-11,Peri-Urban,Ikorodu,0.87,49,9.37,6.57,4.0,1.0,1.0,6.0,Medium,2021,5,2,861,Rainy
2378,2021-09-11,Peri-Urban,Ikorodu,2.93,47,13.43,6.61,3.0,1.0,5.0,9.0,Medium,2021,9,3,984,Rainy
2379,2021-12-11,Peri-Urban,Ikorodu,4.84,42,16.51,6.54,3.0,1.0,1.0,5.0,Medium,2021,12,4,1075,Dry
2380,2021-11-16,Peri-Urban,Ikorodu,3.19,67,7.13,6.87,11.0,2.0,3.0,16.0,High,2021,11,4,1050,Dry
2381,2021-11-19,Peri-Urban,Ikorodu,4.88,63,12.16,6.69,7.0,2.0,2.0,11.0,High,2021,11,4,1053,Dry
2382,2021-11-23,Peri-Urban,Ikorodu,0.41,44,13.13,7.33,1.0,0.0,2.0,3.0,Low,2021,11,4,1057,Dry
2383,2021-11-26,Peri-Urban,Ikorodu,1.6,70,12.44,6.73,4.0,1.0,3.0,8.0,Medium,2021,11,4,1060,Dry
2384,2021-11-30,Peri-Urban,Ikorodu,0.25,79,6.44,6.83,4.0,1.0,6.0,11.0,High,2021,11,4,1064,Dry
2385,2021-03-12,Peri-Urban,Ikorodu,1.46,92,13.39,6.75,5.0,2.0,4.0,11.0,High,2021,3,1,801,Dry
2386,2021-07-12,Peri-Urban,Ikorodu,1.45,84,11.27,6.89,8.0,2.0,7.0,17.0,High,2021,7,3,923,Rainy
2387,2021-10-12,Peri-Urban,Ikorodu,4.28,72,19.11,6.78,2.0,4.0,5.0,11.0,High,2021,10,4,1015,Rainy
2388,2021-12-14,Peri-Urban,Ikorodu,5.84,75,9.27,6.91,6.0,1.0,0.0,7.0,Medium,2021,12,4,1078,Dry
2389,2021-12-17,Peri-Urban,Ikorodu,3.66,75,11.32,6.9,8.0,5.0,5.0,18.0,High,2021,12,4,1081,Dry
2390,2021-12-21,Peri-Urban,Ikorodu,0.8,66,13.42,7.05,0.0,3.0,3.0,6.0,Medium,2021,12,4,1085,Dry
2391,2021-12-24,Peri-Urban,Ikorodu,3.41,88,20.38,6.96,9.0,1.0,7.0,17.0,High,2021,12,4,1088,Dry
2392,2021-12-28,Peri-Urban,Ikorodu,3.66,77,15.46,6.53,6.0,2.0,4.0,12.0,High,2021,12,4,1092,Dry
2393,2021-12-31,Peri-Urban,Ikorodu,5.77,67,10.41,7.06,1.0,6.0,3.0,10.0,High,2021,12,4,1095,Dry
2394,2022-04-01,Peri-Urban,Ikorodu,3.5,57,15.78,6.44,3.0,3.0,7.0,13.0,High,2022,4,2,1186,Rainy
2395,2022-07-01,Peri-Urban,Ikorodu,4.41,71,19.33,6.67,7.0,0.0,4.0,11.0,High,2022,7,3,1277,Rainy
2396,2022-11-01,Peri-Urban,Ikorodu,1.67,61,19.18,6.94,4.0,3.0,2.0,9.0,Medium,2022,11,4,1400,Dry
2397,2022-01-14,Peri-Urban,Ikorodu,4.91,44,14.1,6.62,1.0,3.0,2.0,6.0,Medium,2022,1,1,1109,Dry
2398,2022-01-18,Peri-Urban,Ikorodu,2.73,39,13.92,6.9,3.0,1.0,1.0,5.0,Medium,2022,1,1,1113,Dry
2399,2022-01-21,Peri-Urban,Ikorodu,2.27,47,14.14,6.7,3.0,0.0,4.0,7.0,Medium,2022,1,1,1116,Dry
2400,2022-01-25,Peri-Urban,Ikorodu,3.39,76,20.01,6.91,5.0,2.0,2.0,9.0,Medium,2022,1,1,1120,Dry
2401,2022-01-28,Peri-Urban,Ikorodu,2.14,42,20.31,6.77,5.0,4.0,2.0,11.0,High,2022,1,1,1123,Dry
2402,2022-01-02,Peri-Urban,Ikorodu,1.5,59,18.27,6.89,8.0,4.0,2.0,14.0,High,2022,1,1,1097,Dry
2403,2022-04-02,Peri-Urban,Ikorodu,4.08,65,15.95,7.12,4.0,5.0,3.0,12.0,High,2022,4,2,1187,Rainy
2404,2022-08-02,Peri-Urban,Ikorodu,4.68,17,25.74,6.99,2.0,0.0,0.0,2.0,Low,2022,8,3,1309,Rainy
2405,2022-11-02,Peri-Urban,Ikorodu,3.7,50,13.91,6.49,2.0,4.0,3.0,9.0,Medium,2022,11,4,1401,Dry
2406,2022-02-15,Peri-Urban,Ikorodu,0.0,71,20.93,6.61,8.0,4.0,1.0,13.0,High,2022,2,1,1141,Dry
2407,2022-02-18,Peri-Urban,Ikorodu,5.62,51,11.94,6.74,3.0,0.0,4.0,7.0,Medium,2022,2,1,1144,Dry
2408,2022-02-22,Peri-Urban,Ikorodu,0.72,65,13.9,6.94,2.0,2.0,1.0,5.0,Medium,2022,2,1,1148,Dry
2409,2022-02-25,Peri-Urban,Ikorodu,2.38,44,13.06,6.58,4.0,1.0,2.0,7.0,Medium,2022,2,1,1151,Dry
2410,2022-01-03,Peri-Urban,Ikorodu,3.25,63,13.25,6.98,1.0,3.0,3.0,7.0,Medium,2022,1,1,1098,Dry
2411,2022-04-03,Peri-Urban,Ikorodu,4.82,78,17.75,7.08,5.0,1.0,6.0,12.0,High,2022,4,2,1188,Rainy
2412,2022-08-03,Peri-Urban,Ikorodu,1.41,51,11.97,7.28,2.0,0.0,1.0,3.0,Low,2022,8,3,1310,Rainy
2413,2022-11-03,Peri-Urban,Ikorodu,3.6,31,11.0,6.43,0.0,1.0,1.0,2.0,Low,2022,11,4,1402,Dry
2414,2022-03-15,Peri-Urban,Ikorodu,2.86,91,22.6,6.53,5.0,2.0,4.0,11.0,High,2022,3,1,1169,Dry
2415,2022-03-18,Peri-Urban,Ikorodu,0.85,58,10.82,7.27,4.0,3.0,2.0,9.0,Medium,2022,3,1,1172,Dry
2416,2022-03-22,Peri-Urban,Ikorodu,1.24,51,8.54,6.66,4.0,2.0,6.0,12.0,High,2022,3,1,1176,Dry
2417,2022-03-25,Peri-Urban,Ikorodu,1.77,75,12.6,7.1,6.0,6.0,2.0,14.0,High,2022,3,1,1179,Dry
2418,2022-03-29,Peri-Urban,Ikorodu,5.73,65,10.31,7.18,7.0,1.0,4.0,12.0,High,2022,3,1,1183,Dry
2419,2022-01-04,Peri-Urban,Ikorodu,2.3,33,22.56,6.37,2.0,0.0,1.0,3.0,Low,2022,1,1,1099,Dry
2420,2022-05-04,Peri-Urban,Ikorodu,5.7,56,23.14,6.9,1.0,0.0,4.0,5.0,Medium,2022,5,2,1219,Rainy
2421,2022-08-04,Peri-Urban,Ikorodu,2.46,97,12.53,6.32,4.0,5.0,5.0,14.0,High,2022,8,3,1311,Rainy
2422,2022-12-04,Peri-Urban,Ikorodu,2.62,51,13.74,6.72,4.0,0.0,5.0,9.0,Medium,2022,12,4,1433,Dry
2423,2022-04-15,Peri-Urban,Ikorodu,3.08,71,9.58,6.99,1.0,2.0,5.0,8.0,Medium,2022,4,2,1200,Rainy
2424,2022-04-19,Peri-Urban,Ikorodu,5.16,81,11.2,6.47,5.0,6.0,4.0,15.0,High,2022,4,2,1204,Rainy
2425,2022-04-22,Peri-Urban,Ikorodu,0.0,76,22.15,6.97,10.0,3.0,4.0,17.0,High,2022,4,2,1207,Rainy
2426,2022-04-26,Peri-Urban,Ikorodu,0.0,50,16.87,6.94,4.0,2.0,0.0,6.0,Medium,2022,4,2,1211,Rainy
2427,2022-04-29,Peri-Urban,Ikorodu,0.0,60,14.12,6.82,2.0,1.0,3.0,6.0,Medium,2022,4,2,1214,Rainy
2428,2022-03-05,Peri-Urban,Ikorodu,2.87,58,16.51,7.1,6.0,3.0,5.0,14.0,High,2022,3,1,1159,Dry
2429,2022-06-05,Peri-Urban,Ikorodu,1.77,32,15.19,6.53,0.0,0.0,1.0,1.0,Low,2022,6,2,1251,Rainy
2430,2022-10-05,Peri-Urban,Ikorodu,3.48,84,6.4,6.74,5.0,3.0,3.0,11.0,High,2022,10,4,1373,Rainy
2431,2022-05-13,Peri-Urban,Ikorodu,1.92,78,7.19,7.19,4.0,2.0,3.0,9.0,Medium,2022,5,2,1228,Rainy
2432,2022-05-17,Peri-Urban,Ikorodu,1.1,40,21.75,6.53,3.0,2.0,5.0,10.0,High,2022,5,2,1232,Rainy
2433,2022-05-20,Peri-Urban,Ikorodu,0.65,60,14.38,6.17,2.0,1.0,5.0,8.0,Medium,2022,5,2,1235,Rainy
2434,2022-05-24,Peri-Urban,Ikorodu,1.87,69,10.0,7.31,6.0,2.0,3.0,11.0,High,2022,5,2,1239,Rainy
2435,2022-05-27,Peri-Urban,Ikorodu,3.14,48,20.94,6.81,0.0,2.0,2.0,4.0,Low,2022,5,2,1242,Rainy
2436,2022-05-31,Peri-Urban,Ikorodu,3.01,48,11.17,6.97,4.0,2.0,6.0,12.0,High,2022,5,2,1246,Rainy
2437,2022-03-06,Peri-Urban,Ikorodu,4.78,47,15.21,6.45,6.0,3.0,2.0,11.0,High,2022,3,1,1160,Dry
2438,2022-07-06,Peri-Urban,Ikorodu,1.92,55,8.79,6.95,2.0,1.0,1.0,4.0,Low,2022,7,3,1282,Rainy
2439,2022-10-06,Peri-Urban,Ikorodu,3.87,66,15.81,7.29,2.0,2.0,3.0,7.0,Medium,2022,10,4,1374,Rainy
2440,2022-06-14,Peri-Urban,Ikorodu,2.96,83,15.88,6.52,8.0,1.0,5.0,14.0,High,2022,6,2,1260,Rainy
2441,2022-06-17,Peri-Urban,Ikorodu,4.25,49,28.69,6.57,3.0,3.0,3.0,9.0,Medium,2022,6,2,1263,Rainy
2442,2022-06-21,Peri-Urban,Ikorodu,4.57,58,20.14,6.85,7.0,1.0,4.0,12.0,High,2022,6,2,1267,Rainy
2443,2022-06-24,Peri-Urban,Ikorodu,2.24,43,11.98,6.85,1.0,0.0,5.0,6.0,Medium,2022,6,2,1270,Rainy
2444,2022-06-28,Peri-Urban,Ikorodu,1.64,100,15.77,6.49,5.0,6.0,6.0,17.0,High,2022,6,2,1274,Rainy
2445,2022-01-07,Peri-Urban,Ikorodu,1.45,84,16.95,6.61,5.0,2.0,1.0,8.0,Medium,2022,1,1,1102,Dry
2446,2022-05-07,Peri-Urban,Ikorodu,1.96,63,8.93,7.08,2.0,3.0,4.0,9.0,Medium,2022,5,2,1222,Rainy
2447,2022-08-07,Peri-Urban,Ikorodu,2.58,64,26.01,7.19,3.0,1.0,3.0,7.0,Medium,2022,8,3,1314,Rainy
2448,2022-12-07,Peri-Urban,Ikorodu,1.28,68,20.71,7.26,2.0,3.0,4.0,9.0,Medium,2022,12,4,1436,Dry
2449,2022-07-15,Peri-Urban,Ikorodu,1.9,68,14.02,6.56,3.0,5.0,3.0,11.0,High,2022,7,3,1291,Rainy
2450,2022-07-19,Peri-Urban,Ikorodu,5.92,43,21.47,6.98,4.0,2.0,3.0,9.0,Medium,2022,7,3,1295,Rainy
2451,2022-07-22,Peri-Urban,Ikorodu,0.81,68,8.56,6.47,2.0,4.0,3.0,9.0,Medium,2022,7,3,1298,Rainy
2452,2022-07-26,Peri-Urban,Ikorodu,4.52,92,8.71,7.56,8.0,5.0,5.0,18.0,High,2022,7,3,1302,Rainy
2453,2022-07-29,Peri-Urban,Ikorodu,2.43,63,16.28,6.82,2.0,1.0,3.0,6.0,Medium,2022,7,3,1305,Rainy
2454,2022-02-08,Peri-Urban,Ikorodu,1.82,77,16.7,6.27,3.0,2.0,6.0,11.0,High,2022,2,1,1134,Dry
2455,2022-05-08,Peri-Urban,Ikorodu,1.21,57,17.65,7.17,5.0,0.0,1.0,6.0,Medium,2022,5,2,1223,Rainy
2456,2022-09-08,Peri-Urban,Ikorodu,1.81,63,16.11,6.37,3.0,2.0,4.0,9.0,Medium,2022,9,3,1346,Rainy
2457,2022-12-08,Peri-Urban,Ikorodu,5.17,72,23.95,6.89,9.0,0.0,2.0,11.0,High,2022,12,4,1437,Dry
2458,2022-08-16,Peri-Urban,Ikorodu,3.72,30,11.49,7.43,2.0,0.0,2.0,4.0,Low,2022,8,3,1323,Rainy
2459,2022-08-19,Peri-Urban,Ikorodu,4.76,57,15.29,6.51,2.0,4.0,4.0,10.0,High,2022,8,3,1326,Rainy
2460,2022-08-23,Peri-Urban,Ikorodu,3.91,68,22.19,6.98,7.0,0.0,4.0,11.0,High,2022,8,3,1330,Rainy
2461,2022-08-26,Peri-Urban,Ikorodu,5.05,68,19.34,6.54,6.0,4.0,1.0,11.0,High,2022,8,3,1333,Rainy
2462,2022-08-30,Peri-Urban,Ikorodu,3.06,52,14.98,6.91,4.0,2.0,5.0,11.0,High,2022,8,3,1337,Rainy
2463,2022-02-09,Peri-Urban,Ikorodu,3.54,65,10.89,6.56,2.0,3.0,2.0,7.0,Medium,2022,2,1,1135,Dry
2464,2022-06-09,Peri-Urban,Ikorodu,5.15,75,11.75,6.88,6.0,3.0,1.0,10.0,High,2022,6,2,1255,Rainy
2465,2022-09-09,Peri-Urban,Ikorodu,4.39,59,21.58,6.65,5.0,1.0,3.0,9.0,Medium,2022,9,3,1347,Rainy
2466,2022-09-13,Peri-Urban,Ikorodu,2.27,61,12.82,6.27,2.0,2.0,2.0,6.0,Medium,2022,9,3,1351,Rainy
2467,2022-09-16,Peri-Urban,Ikorodu,1.76,55,14.2,6.79,3.0,2.0,5.0,10.0,High,2022,9,3,1354,Rainy
2468,2022-09-20,Peri-Urban,Ikorodu,5.56,61,22.0,7.23,5.0,1.0,5.0,11.0,High,2022,9,3,1358,Rainy
2469,2022-09-23,Peri-Urban,Ikorodu,0.0,33,25.79,7.15,1.0,1.0,2.0,4.0,Low,2022,9,3,1361,Rainy
2470,2022-09-27,Peri-Urban,Ikorodu,0.22,101,16.94,6.34,3.0,4.0,3.0,10.0,High,2022,9,3,1365,Rainy
2471,2022-09-30,Peri-Urban,Ikorodu,6.17,69,14.56,7.19,5.0,3.0,2.0,10.0,High,2022,9,3,1368,Rainy
2472,2022-04-10,Peri-Urban,Ikorodu,0.25,32,10.59,6.84,1.0,0.0,3.0,4.0,Low,2022,4,2,1195,Rainy
2473,2022-07-10,Peri-Urban,Ikorodu,0.0,70,9.54,7.1,7.0,0.0,5.0,12.0,High,2022,7,3,1286,Rainy
2474,2022-11-10,Peri-Urban,Ikorodu,0.62,56,16.99,7.32,0.0,4.0,1.0,5.0,Medium,2022,11,4,1409,Dry
2475,2022-10-14,Peri-Urban,Ikorodu,5.68,38,12.93,7.23,4.0,1.0,2.0,7.0,Medium,2022,10,4,1382,Rainy
2476,2022-10-18,Peri-Urban,Ikorodu,5.14,30,13.77,6.49,1.0,3.0,1.0,5.0,Medium,2022,10,4,1386,Rainy
2477,2022-10-21,Peri-Urban,Ikorodu,5.14,41,12.97,6.8,4.0,1.0,2.0,7.0,Medium,2022,10,4,1389,Rainy
2478,2022-10-25,Peri-Urban,Ikorodu,2.77,33,21.87,7.21,4.0,0.0,4.0,8.0,Medium,2022,10,4,1393,Rainy
2479,2022-10-28,Peri-Urban,Ikorodu,2.34,25,24.51,7.1,1.0,0.0,1.0,2.0,Low,2022,10,4,1396,Rainy
2480,2022-01-11,Peri-Urban,Ikorodu,2.92,61,10.38,6.86,6.0,0.0,0.0,6.0,Medium,2022,1,1,1106,Dry
2481,2022-04-11,Peri-Urban,Ikorodu,2.64,74,11.52,6.3,2.0,1.0,6.0,9.0,Medium,2022,4,2,1196,Rainy
2482,2022-08-11,Peri-Urban,Ikorodu,5.09,41,22.16,6.28,4.0,3.0,3.0,10.0,High,2022,8,3,1318,Rainy
2483,2022-11-11,Peri-Urban,Ikorodu,4.49,77,20.4,7.01,3.0,2.0,5.0,10.0,High,2022,11,4,1410,Dry
2484,2022-11-15,Peri-Urban,Ikorodu,3.0,54,21.61,7.44,3.0,2.0,4.0,9.0,Medium,2022,11,4,1414,Dry
2485,2022-11-18,Peri-Urban,Ikorodu,0.96,63,15.91,6.75,3.0,3.0,2.0,8.0,Medium,2022,11,4,1417,Dry
2487,2022-11-25,Peri-Urban,Ikorodu,3.65,18,15.54,6.31,2.0,0.0,3.0,5.0,Medium,2022,11,4,1424,Dry
2490,2022-06-12,Peri-Urban,Ikorodu,3.73,84,17.42,6.88,8.0,5.0,5.0,18.0,High,2022,6,2,1258,Rainy
2491,2022-09-12,Peri-Urban,Ikorodu,3.59,34,21.32,6.93,3.0,2.0,2.0,7.0,Medium,2022,9,3,1350,Rainy
2492,2022-12-13,Peri-Urban,Ikorodu,3.54,54,19.05,6.71,3.0,3.0,3.0,9.0,Medium,2022,12,4,1442,Dry
2493,2022-12-16,Peri-Urban,Ikorodu,2.99,27,13.86,6.62,2.0,3.0,1.0,6.0,Medium,2022,12,4,1445,Dry
2494,2022-12-20,Peri-Urban,Ikorodu,1.62,33,15.44,7.08,2.0,1.0,0.0,3.0,Low,2022,12,4,1449,Dry
2495,2022-12-23,Peri-Urban,Ikorodu,3.03,47,12.2,6.4,4.0,0.0,4.0,8.0,Medium,2022,12,4,1452,Dry
2497,2022-12-30,Peri-Urban,Ikorodu,0.0,35,21.28,7.06,2.0,0.0,1.0,3.0,Low,2022,12,4,1459,Dry
2498,2023-03-01,Peri-Urban,Ikorodu,1.01,56,21.24,6.52,3.0,3.0,0.0,6.0,Medium,2023,3,1,1520,Dry
2499,2023-06-01,Peri-Urban,Ikorodu,3.47,51,8.56,7.08,4.0,3.0,2.0,9.0,Medium,2023,6,2,1612,Rainy
2501,2023-01-13,Peri-Urban,Ikorodu,3.24,77,24.32,6.86,3.0,3.0,2.0,8.0,Medium,2023,1,1,1473,Dry
2502,2023-01-17,Peri-Urban,Ikorodu,3.52,26,19.9,6.54,1.0,2.0,0.0,3.0,Low,2023,1,1,1477,Dry
2503,2023-01-20,Peri-Urban,Ikorodu,3.8,29,11.86,6.53,2.0,2.0,1.0,5.0,Medium,2023,1,1,1480,Dry
2504,2023-01-24,Peri-Urban,Ikorodu,3.8,27,15.49,6.93,2.0,0.0,2.0,4.0,Low,2023,1,1,1484,Dry
2505,2023-01-27,Peri-Urban,Ikorodu,1.64,32,13.34,7.23,2.0,1.0,2.0,5.0,Medium,2023,1,1,1487,Dry
2506,2023-01-31,Peri-Urban,Ikorodu,4.53,54,7.98,7.09,7.0,3.0,3.0,13.0,High,2023,1,1,1491,Dry
2507,2023-03-02,Peri-Urban,Ikorodu,1.76,12,15.71,7.0,1.0,1.0,0.0,2.0,Low,2023,3,1,1521,Dry
2508,2023-07-02,Peri-Urban,Ikorodu,3.16,87,18.05,7.27,2.0,0.0,6.0,8.0,Medium,2023,7,3,1643,Rainy
2509,2023-10-02,Peri-Urban,Ikorodu,4.38,67,20.85,6.86,2.0,4.0,1.0,7.0,Medium,2023,10,4,1735,Rainy
2510,2023-02-14,Peri-Urban,Ikorodu,1.31,46,16.69,6.76,3.0,3.0,1.0,7.0,Medium,2023,2,1,1505,Dry
2511,2023-02-17,Peri-Urban,Ikorodu,0.45,25,11.04,7.29,4.0,0.0,1.0,5.0,Medium,2023,2,1,1508,Dry
2512,2023-02-21,Peri-Urban,Ikorodu,1.34,54,10.79,6.99,6.0,3.0,0.0,9.0,Medium,2023,2,1,1512,Dry
2513,2023-02-24,Peri-Urban,Ikorodu,1.75,67,21.63,7.15,7.0,5.0,0.0,12.0,High,2023,2,1,1515,Dry
2514,2023-02-28,Peri-Urban,Ikorodu,3.85,55,20.22,7.2,4.0,2.0,3.0,9.0,Medium,2023,2,1,1519,Dry
2515,2023-03-03,Peri-Urban,Ikorodu,1.05,63,15.74,6.71,6.0,1.0,1.0,8.0,Medium,2023,3,1,1522,Dry
2516,2023-07-03,Peri-Urban,Ikorodu,0.64,52,14.4,6.58,2.0,2.0,1.0,5.0,Medium,2023,7,3,1644,Rainy
2517,2023-10-03,Peri-Urban,Ikorodu,3.1,58,11.25,7.3,2.0,2.0,5.0,9.0,Medium,2023,10,4,1736,Rainy
2518,2023-03-14,Peri-Urban,Ikorodu,1.86,48,13.4,6.73,0.0,0.0,1.0,1.0,Low,2023,3,1,1533,Dry
2519,2023-03-17,Peri-Urban,Ikorodu,0.38,76,23.49,6.83,5.0,2.0,1.0,8.0,Medium,2023,3,1,1536,Dry
2520,2023-03-21,Peri-Urban,Ikorodu,2.4,39,16.3,7.45,0.0,0.0,2.0,2.0,Low,2023,3,1,1540,Dry
2521,2023-03-24,Peri-Urban,Ikorodu,2.19,77,16.53,6.78,1.0,1.0,7.0,9.0,Medium,2023,3,1,1543,Dry
2522,2023-03-28,Peri-Urban,Ikorodu,0.58,51,10.73,6.44,5.0,1.0,0.0,6.0,Medium,2023,3,1,1547,Dry
2523,2023-03-31,Peri-Urban,Ikorodu,2.0,64,16.89,6.49,6.0,0.0,1.0,7.0,Medium,2023,3,1,1550,Dry
2524,2023-04-04,Peri-Urban,Ikorodu,3.49,30,9.64,7.27,3.0,1.0,1.0,5.0,Medium,2023,4,2,1554,Rainy
2525,2023-07-04,Peri-Urban,Ikorodu,2.96,43,16.11,6.95,3.0,3.0,0.0,6.0,Medium,2023,7,3,1645,Rainy
2526,2023-11-04,Peri-Urban,Ikorodu,2.62,37,21.34,6.8,2.0,1.0,0.0,3.0,Low,2023,11,4,1768,Dry
2527,2023-04-14,Peri-Urban,Ikorodu,3.94,65,12.26,6.6,7.0,1.0,1.0,9.0,Medium,2023,4,2,1564,Rainy
2528,2023-04-18,Peri-Urban,Ikorodu,3.31,87,21.73,7.52,5.0,4.0,7.0,16.0,High,2023,4,2,1568,Rainy
2529,2023-04-21,Peri-Urban,Ikorodu,2.69,57,24.72,6.25,3.0,1.0,2.0,6.0,Medium,2023,4,2,1571,Rainy
2530,2023-04-25,Peri-Urban,Ikorodu,3.6,95,16.39,6.8,4.0,7.0,4.0,15.0,High,2023,4,2,1575,Rainy
2531,2023-04-28,Peri-Urban,Ikorodu,4.44,39,20.05,6.82,0.0,3.0,3.0,6.0,Medium,2023,4,2,1578,Rainy
2532,2023-02-05,Peri-Urban,Ikorodu,2.49,33,17.05,6.19,3.0,1.0,3.0,7.0,Medium,2023,2,1,1496,Dry
2533,2023-05-05,Peri-Urban,Ikorodu,3.83,59,12.51,6.46,4.0,3.0,2.0,9.0,Medium,2023,5,2,1585,Rainy
2534,2023-09-05,Peri-Urban,Ikorodu,2.81,50,15.27,6.68,1.0,1.0,2.0,4.0,Low,2023,9,3,1708,Rainy
2535,2023-12-05,Peri-Urban,Ikorodu,0.57,68,16.54,6.74,2.0,1.0,4.0,7.0,Medium,2023,12,4,1799,Dry
2536,2023-05-16,Peri-Urban,Ikorodu,4.08,58,22.56,6.78,7.0,1.0,3.0,11.0,High,2023,5,2,1596,Rainy
2537,2023-05-19,Peri-Urban,Ikorodu,4.0,97,10.19,6.58,5.0,2.0,7.0,14.0,High,2023,5,2,1599,Rainy
2538,2023-05-23,Peri-Urban,Ikorodu,3.88,39,13.75,6.29,4.0,1.0,3.0,8.0,Medium,2023,5,2,1603,Rainy
2539,2023-05-26,Peri-Urban,Ikorodu,3.02,76,7.31,6.19,4.0,3.0,1.0,8.0,Medium,2023,5,2,1606,Rainy
2540,2023-05-30,Peri-Urban,Ikorodu,3.53,40,17.52,6.91,2.0,0.0,3.0,5.0,Medium,2023,5,2,1610,Rainy
2541,2023-02-06,Peri-Urban,Ikorodu,2.45,42,18.29,6.51,2.0,1.0,4.0,7.0,Medium,2023,2,1,1497,Dry
2542,2023-06-06,Peri-Urban,Ikorodu,2.5,82,14.51,6.67,4.0,4.0,6.0,14.0,High,2023,6,2,1617,Rainy
2543,2023-09-06,Peri-Urban,Ikorodu,4.27,66,16.29,6.82,5.0,2.0,2.0,9.0,Medium,2023,9,3,1709,Rainy
2544,2023-06-13,Peri-Urban,Ikorodu,0.0,95,14.13,6.95,1.0,4.0,3.0,8.0,Medium,2023,6,2,1624,Rainy
2545,2023-06-16,Peri-Urban,Ikorodu,3.81,64,14.23,6.81,6.0,3.0,5.0,14.0,High,2023,6,2,1627,Rainy
2546,2023-06-20,Peri-Urban,Ikorodu,5.38,55,8.42,6.85,6.0,3.0,4.0,13.0,High,2023,6,2,1631,Rainy
2547,2023-06-23,Peri-Urban,Ikorodu,4.55,71,19.23,6.83,4.0,1.0,2.0,7.0,Medium,2023,6,2,1634,Rainy
2548,2023-06-27,Peri-Urban,Ikorodu,5.21,82,17.29,7.01,5.0,3.0,6.0,14.0,High,2023,6,2,1638,Rainy
2549,2023-06-30,Peri-Urban,Ikorodu,3.56,89,16.58,6.86,9.0,2.0,7.0,18.0,High,2023,6,2,1641,Rainy
2550,2023-04-07,Peri-Urban,Ikorodu,1.76,82,13.94,7.15,8.0,1.0,4.0,13.0,High,2023,4,2,1557,Rainy
2551,2023-07-07,Peri-Urban,Ikorodu,4.02,78,11.56,6.51,6.0,2.0,4.0,12.0,High,2023,7,3,1648,Rainy
2552,2023-11-07,Peri-Urban,Ikorodu,5.2,55,10.72,7.39,5.0,2.0,2.0,9.0,Medium,2023,11,4,1771,Dry
2553,2023-07-14,Peri-Urban,Ikorodu,2.27,36,10.63,6.71,1.0,2.0,1.0,4.0,Low,2023,7,3,1655,Rainy
2554,2023-07-18,Peri-Urban,Ikorodu,3.0,53,8.16,6.75,1.0,2.0,1.0,4.0,Low,2023,7,3,1659,Rainy
2555,2023-07-21,Peri-Urban,Ikorodu,1.52,42,8.21,6.16,4.0,0.0,1.0,5.0,Medium,2023,7,3,1662,Rainy
2556,2023-07-25,Peri-Urban,Ikorodu,3.46,72,8.77,6.69,5.0,4.0,1.0,10.0,High,2023,7,3,1666,Rainy
2557,2023-07-28,Peri-Urban,Ikorodu,2.97,94,20.23,6.92,3.0,7.0,6.0,16.0,High,2023,7,3,1669,Rainy
2558,2023-01-08,Peri-Urban,Ikorodu,1.98,26,9.37,7.29,3.0,0.0,0.0,3.0,Low,2023,1,1,1468,Dry
2559,2023-04-08,Peri-Urban,Ikorodu,3.63,81,24.35,7.04,7.0,2.0,2.0,11.0,High,2023,4,2,1558,Rainy
2560,2023-08-08,Peri-Urban,Ikorodu,1.68,42,12.6,6.4,3.0,2.0,3.0,8.0,Medium,2023,8,3,1680,Rainy
2561,2023-11-08,Peri-Urban,Ikorodu,2.46,54,10.81,6.43,5.0,0.0,1.0,6.0,Medium,2023,11,4,1772,Dry
2562,2023-08-15,Peri-Urban,Ikorodu,5.53,47,14.14,6.22,2.0,2.0,1.0,5.0,Medium,2023,8,3,1687,Rainy
2563,2023-08-18,Peri-Urban,Ikorodu,2.51,49,14.83,6.77,3.0,4.0,2.0,9.0,Medium,2023,8,3,1690,Rainy
2564,2023-08-22,Peri-Urban,Ikorodu,3.25,41,5.63,6.88,2.0,2.0,2.0,6.0,Medium,2023,8,3,1694,Rainy
2565,2023-08-25,Peri-Urban,Ikorodu,3.52,66,24.68,7.12,4.0,4.0,5.0,13.0,High,2023,8,3,1697,Rainy
2566,2023-08-29,Peri-Urban,Ikorodu,2.72,82,14.78,7.12,9.0,2.0,4.0,15.0,High,2023,8,3,1701,Rainy
2567,2023-01-09,Peri-Urban,Ikorodu,3.08,69,19.54,6.68,4.0,3.0,3.0,10.0,High,2023,1,1,1469,Dry
2568,2023-05-09,Peri-Urban,Ikorodu,2.55,72,5.0,5.91,8.0,5.0,4.0,17.0,High,2023,5,2,1589,Rainy
